"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","X","Y","NEIGHBORS"
"Denmark","DNK","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2871612,2875103,2877358,2858715,2780846,2825968,2836607,2857119,2845775,2878797,2863199,2854562,2890599,2870437,2898633,2900837,2931220,2930831,2962829,2952579,2929869,2928221,2911871,2894562,2907004,2931381,3024435,3042143,3048085,10.028009919086,55.9812529592908,"DEU"
"Dominican Republic","DOM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2810117,2883790,2961648,3036402,3108602,3184933,3263498,3345785,3429412,3512416,3593219,3677606,3760797,3837522,3916749,4004812,4094178,4186049,4177682,4163546,4333627,4512646,4614844,4700862,4810133,4918081,5004117,5080983,5156983,-70.5056889612129,18.8943308233396,"HTI"
"Algeria","DZA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6484542,6754996,7004053,7300262,7594034,7847493,8095011,8298430,8507767,8719362,8930844,9157772,9379025,9598651,9819838,10042331,10254769,10460259,10661124,10861377,11136913,11358846,11597754,12064551,11642537,11798733,11937169,12106254,12264043,2.61732300919783,28.1589384944876,"MAR,SAH,MRT,MLI,NER,LBY,TUN"
"Ecuador","ECU","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4007080,4148179,4288463,4432690,4587065,4736268,4880048,5022628,5346736,5471310,5597194,5717835,5839780,6069549,6230809,6392897,6648766,6715958,6775402,6828569,6731008,6794068,7005377,7085380,7207342,7627599,8002328,8120097,8234781,-78.7520192249895,-1.42381612487738,"COL,PER"
"Egypt, Arab Rep.","EGY","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15785901,16188639,16577157,17024865,17843313,17872794,18195535,18488736,18773905,19957106,20449217,20823211,21206688,22074281,22954071,23825225,24616731,25778898,26560782,27333918,28162941,28501607,29133980,29844308,29973127,30077388,30468857,31149152,31874735,29.8619009908347,26.4959331064002,"SDN,ISR,PSX,LBY"
"Spain","ESP","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15595298,15743092,15886435,16113250,16426784,16541282,16820521,17146141,17424344,17749922,18265124,18197220,19041577,19814449,20485984,21257362,21906638,22486703,23119646,23387009,23577615,23613896,23604153,23376875,23144274,23057270,23016544,22966950,22865279,-3.64755047322915,40.2444869811484,"PRT,FRA,AND"
"Estonia","EST","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773920,767018,751577,732208,716952,704343,693954,695466,680741,673723,679287,669046,654674,677798,678254,673834,693423,692026,697830,690487,683977,687789,684718,680940,676070,686173,694110,690355,684287,25.542485365633,58.671929717321,"RUS,LVA"
"Ethiopia","ETH","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20132057,20804338,21530924,22290092,23073605,24073644,24998742,25932572,26883145,27867576,28995057,30063195,31206100,32406073,33643955,34917430,35973485,37077115,38242595,39483877,40797577,42212145,43678838,45196499,46668355,48171784,49661396,51450036,53294707,39.6008009763224,8.62278679310023,"SDN,ERI,DJI,SDS,SOL,SOM,KEN"
"Finland","FIN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2622943,2581454,2536684,2514652,2494534,2475034,2457487,2503903,2522404,2566264,2586076,2608203,2623439,2620889,2611741,2627895,2661097,2690371,2718446,2689293,2679193,2692085,2699346,2685266,2688682,2695058,2687198,2684550,2682200,26.2746656041619,64.4988460348704,"NOR,SWE,RUS"
"Fiji","FJI","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269361,274047,277664,282783,287696,293252,296277,298442,300399,301758,302503,307332,311049,314170,317297,320655,320615,321402,329699,338152,346453,352840,359045,364959,370549,371824,374560,377262,379967,165.451954317666,-17.4285803174516,NA
"France","FRA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26127485,25976881,26170128,26280222,26343125,26474105,26800553,26770280,26947641,27263121,27479615,27558926,27903772,28468122,28660874,28944175,29089933,29328351,29530640,29765570,29861054,29856868,30091903,30231689,30213192,30251104,30319992,30356754,30399118,-2.76172944518861,42.1734401107241,"ESP,CHE,AND,ITA,DEU,LUX,MCO,BEL,SUR,BRA"
"Gabon","GAB","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262983,268872,275778,282593,289813,297339,305325,313633,322611,333157,343696,354241,365858,378287,392058,406820,424517,442778,463656,485826,508697,531198,555520,580711,606116,630944,650081,667636,684137,11.7886286968418,-0.586600249550737,"COG,GNQ,CMR"
"United Kingdom","GBR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29039664,28910691,28744592,28508005,28449535,28418872,28517679,28692663,28761240,29050150,29295681,29259367,29588702,29868748,30142943,30589897,31037309,31240900,31647690,31825552,32010415,32192066,32543044,32852108,33143711,33408045,33693492,33870286,34010834,-2.86563164083816,54.1238715577294,"IRL"
"Georgia","GEO","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2391448,2421563,2455711,2492166,2486218,2414864,2341255,2286451,2265499,2251087,2171584,2252587,2181513,2214407,2158312,2138711,2122512,2106816,2091498,2074268,2087206,2093599,2103213,2055774,2038910,2058239,2034776,2031857,2025924,43.5078025200065,42.1685575536794,"RUS,TUR,AZE,ARM"
"Ghana","GHA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6208305,6394947,6591430,6794084,7000153,7206143,7403737,7601332,7802035,8011453,8233054,8482966,8752398,9038013,9334366,9638794,9949174,10266995,10593703,10931018,11278251,11612784,11956205,12306610,12626315,12951160,13273030,13636862,14011888,-1.21676565807291,7.95345643541408,"CIV,BFA,TGO"
"Guinea","GIN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2225805,2343237,2480122,2624082,2761257,2881269,2969967,3039349,3096922,3151037,3208996,3264382,3322371,3386317,3453982,3525761,3599250,3680046,3764600,3856228,3949509,4041018,4136561,4238211,4347427,4463720,4581649,4715858,4857826,-10.9406661160513,10.4362159331311,"GNB,SEN,SLE,MLI,LBR,CIV"
"Gambia, The","GMB","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282798,292504,301242,309464,318513,328285,337216,347142,358075,370014,382899,395064,408411,422749,437850,453631,468847,484943,501944,519908,538838,557627,577412,596317,616249,636668,657204,680638,705042,-15.3960129463055,13.4496524351937,"SEN"
"Guinea-Bissau","GNB","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400674,410031,419893,430073,440417,450759,458420,466224,474811,483405,492678,503828,515987,529030,542824,557268,571748,587087,603314,620441,638479,656475,675898,696139,716881,737918,758555,779982,801561,-14.9497244459172,12.0474494814859,"SEN,GIN"
"Equatorial Guinea","GNQ","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149413,154311,158997,164333,170205,176750,182331,187443,195349,204040,213728,220821,230450,241551,252557,265682,278354,291958,306856,324574,344590,359824,376134,395446,415715,438146,455294,471595,489427,10.3413792388503,1.7055513546428,"GAB,CMR"
"Greece","GRC","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4198323,4163454,4280786,4318576,4425528,4516731,4613396,4638407,4768547,4841822,4875327,4817129,4870160,4918725,5008033,5005408,5048711,5053999,5066621,5123669,5148117,5083019,5040033,4986002,4926565,4908892,4906562,4880180,4847793,22.9555579369142,39.0746962306955,"ALB,MKD,BGR,TUR"
"Guatemala","GTM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3119868,3203842,3286729,3369801,3458224,3554570,3646438,3749557,3860937,3973923,4087333,4214943,4344954,4476913,4619227,4906124,5198807,5289678,5383364,5475328,5563096,5656806,6282035,5977798,6218528,6370690,6613095,6812658,7015993,-90.3648200857733,15.6940366349636,"SLV,HND,BLZ,MEX"
"Guam","GUM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65484,66942,68282,69557,70541,71528,72391,73201,73915,74710,75309,75630,75788,75934,76014,76106,76216,76325,76561,76982,77237,77474,77738,78059,78446,78919,79564,80337,80972,144.767910219556,13.4416562570342,NA
"Guyana","GUY","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282322,284899,287560,289915,288732,287064,285629,283881,281563,278498,274889,272191,269017,267872,267546,267531,270762,274155,277153,280040,282888,287815,293146,298812,304468,309869,314468,318670,322973,-58.9820245893054,4.79378034012318,"VEN,SUR,BRA"
"Hong Kong SAR, China","HKG","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2869336,2920256,2915059,2951623,3021612,3101880,3234750,3263541,3305791,3350430,3392866,3440151,3496693,3489685,3532460,3553267,3596080,3651714,3664393,3682695,3656647,3722477,3815201,3880572,3905376,3939418,3949386,3950085,3944822,114.113804541765,22.3982773722984,"CHN"
"Honduras","HND","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759704,1822835,1889734,1959861,2028450,2104458,2182135,2266148,2353028,2438976,2469003,2497202,2533211,2568138,2602700,2637117,2816592,2949034,3086237,3227286,3341173,3364545,3382020,3604498,3833217,4074270,4203355,4312986,4421957,-86.615166096335,14.8268816519178,"SLV,GTM,NIC"
"Croatia","HRV","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2217668,2091103,2061078,2127313,2119145,2114074,2026655,2052220,2010606,2025874,1963084,1960885,1932679,1944364,1995734,1995069,1979110,1993075,1997206,1993136,1967855,1877365,1857668,1837999,1890446,1893618,1833268,1805707,1791455,16.4041289939516,45.0804763057065,"SVN,BIH,MNE,SRB,HUN"
"Haiti","HTI","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2721317,2767933,2811792,2855232,2901419,2951659,3003108,3057662,3114945,3174073,3234895,3320458,3410844,3505274,3602766,3702725,3805021,3908842,4012116,4120017,4223862,4335698,4449655,4566998,4682458,4794239,4905887,5014081,5120135,-72.6852750898533,18.935025634308,"DOM"
"Hungary","HUN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4502993,4513117,4530056,4385639,4256617,4182756,4079773,4011271,4066044,4139284,4160580,4147331,4150157,4221391,4202060,4273343,4304574,4287279,4258902,4258580,4299649,4315998,4368797,4401133,4525623,4616126,4686095,4656605,4626560,19.3955911606714,47.1627750614469,"SVN,ROU,UKR,HRV,AUT,SVK,SRB"
"Indonesia","IDN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72987003,76000177,79029391,81200219,83417123,85704930,87940878,90265238,93615736,96880468,99018448,100806703,102495611,104087207,105609290,107099831,109060869,110974767,112784214,114924975,116988944,118672947,120202270,121651092,123063758,122582281,125383553,127110965,128878153,117.240113117841,-2.21505455238201,"PNG,TLS,MYS"
"India","IND","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327612407,335309031,343350282,351841793,360942196,368221327,375264721,382547455,390041620,397713183,405521019,417003387,428862880,441049645,453489620,466155121,467165824,468125060,469002609,469829385,470610752,473683611,476800625,485906723,494963721,503834632,512765199,520194130,527415086,79.6119760945121,22.8857819800289,"CHN,NPL,BGD,BTN,MMR,KAS,PAK"
"Ireland","IRL","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347676,1379236,1375126,1409816,1446894,1472002,1522339,1566065,1643824,1716529,1775859,1818257,1869018,1914483,1970240,2076422,2158278,2241741,2270210,2239328,2211362,2191923,2183707,2199444,2200837,2216634,2248289,2262895,2270417,-8.13793568666852,53.1754487039966,"GBR"
"Iran, Islamic Rep.","IRN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14234962,14390391,14600359,14794270,15009979,15270605,15667101,16393917,17191044,18052039,18973996,20004112,21099667,22261184,23468763,24692931,24717904,24706267,23958309,24639491,24632928,24725749,24818655,24901251,24960570,25936916,27165257,27344920,27486480,54.2740701796094,32.5750328620757,"IRQ,TKM,AFG,PAK,TUR,AZE,ARM"
"Iraq","IRQ","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4006110,4134735,4260976,4428713,4602133,4772425,4960352,5139861,5298707,5459752,5623195,5773410,5928840,6086450,6241978,6673745,7101683,7524199,7953549,8179143,8402958,8664860,8894655,9217796,9619604,9983673,10234985,10601039,10970952,43.7435314887818,33.0397058231526,"KWT,IRN,JOR,TUR,SAU,SYR"
"Iceland","ISL","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141965,143930,147806,147896,149444,155103,153709,153677,158874,164020,169237,171637,171169,172123,173090,174965,181724,187323,189957,187681,188675,187904,189265,193289,198782,203034,208175,210822,211362,-18.5739616708052,64.9957538606732,NA
"Israel","ISR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889736,2024698,2125444,2246437,2349031,2434792,2480344,2531084,2581600,2668984,2768455,2834953,2860585,2931315,3010815,3085340,3170558,3261299,3326601,3411097,3494743,3542908,3641401,3713561,3805482,3877021,3957145,4031592,4095225,35.0044469277193,31.4611010118467,"JOR,LBN,PSX,EGY,SYR"
"Italy","ITA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23918722,24092697,23334561,23201045,23007735,22871561,22973201,23011807,23160484,23302720,23334798,23455992,23716385,24026815,24562077,24402950,24440317,24417189,24732425,24516549,24451369,24438804,24962311,25064690,25416836,25341014,25584166,25458955,25344062,12.0700125476898,42.7966284872871,"CHE,SMR,SVN,FRA,VAT,AUT"
"Jamaica","JAM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083795,1104509,1125080,1144343,1164805,1171941,1177767,1181215,1181833,1192878,1202625,1213648,1224385,1234457,1249064,1265619,1285803,1305100,1324321,1344506,1366327,1386274,1407953,1430365,1451209,1469160,1487494,1501507,1511825,-77.3148259326597,18.1569487765389,NA
"Jordan","JOR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782264,857326,920131,1002271,1082546,1155003,1195116,1225519,1250947,1274261,1298304,1325098,1344194,1359818,1403358,1454005,1507031,1630972,1701569,1827111,1894063,1969502,2038778,2096207,2198262,2293738,2378153,2446266,2504501,36.7713610401975,31.2457909120754,"IRQ,ISR,PSX,SAU,SYR"
"Japan","JPN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63872728,65025779,65844647,66170028,66492359,66839518,67365735,67975693,68028984,67824596,67670786,67597243,67157152,67069090,66717970,66739866,66799943,67142641,67092189,66914551,66665453,65970611,65650470,65992810,66182686,66363239,66844279,66503545,66106503,138.030895576917,37.5923013530156,NA
"Kazakhstan","KAZ","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7968799,8046025,8071824,8076988,8035945,7956796,7879257,7789420,7699508,7660662,7655067,7673622,7710534,7758737,7802568,7947812,8080705,8226662,8382549,8573022,8719779,8806519,8887384,8961806,9050189,9109811,9172172,9230422,9259577,67.2914935687296,48.1568806660835,"CHN,RUS,KGZ,TKM,UZB"
"Kenya","KEN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8811367,9138988,9485938,9846015,10211929,10579647,10926323,11270427,11616108,11978025,12215451,12395412,12592431,12791508,12972715,13128066,13569992,14024859,14500094,14984059,15473809,15983129,16512800,17055831,17609968,18171576,18748056,19352405,19963734,37.7959397292676,0.599880215445471,"ETH,TZA,UGA,SDS,SOM"
"Kyrgyz Republic","KGZ","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712383,1743292,1774739,1789252,1806483,1832931,1870452,1907781,1953118,2001039,2047512,2088892,2136710,2174817,2218820,2311434,2381386,2395736,2403708,2410072,2447362,2491924,2503062,2487005,2520862,2561561,2565487,2605503,2631363,74.5416551328567,41.4622194345521,"CHN,TJK,KAZ,UZB"
"Cambodia","KHM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4003908,4124719,4231444,4337485,4454162,4599215,4742202,4941942,5171509,5420890,5579244,6160983,6335845,6463487,6545539,6807867,7083268,7358541,7635162,7893797,8146598,8307572,8477494,8647778,8812637,8967963,9125204,9309226,9486792,104.906943249431,12.7200478566511,"THA,LAO,VNM"
"Korea, Rep.","KOR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19184391,19698990,20091124,20352454,20905304,21398592,21799758,22335298,22027136,22326937,22810633,23183357,23642612,23660958,24112607,24281181,24519188,24774717,24923116,24923602,25262256,25660784,26054417,26381091,27108754,27432943,27719344,27890371,28020303,127.839160864018,36.385239834652,"PRK"
"Kuwait","KWT","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879731,872377,NA,NA,NA,759993,772077,813891,873726,935265,987617,1018375,1045140,1073514,1106829,1154659,1216232,1292607,1383946,1493248,1611890,1729663,1856503,1985038,2100763,2194085,2229107,2253095,2268147,47.5870045888837,29.3343126156754,"IRQ,SAU"
