"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","X","Y","NEIGHBORS"
"Lao PDR","LAO","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927173,1977221,2028131,2079694,2130124,2182106,2224716,2270127,2317673,2366394,2416220,2472119,2526620,2582373,2642575,2708413,2784788,2864848,2946681,3027656,3106200,3178153,3249142,3317721,3385901,3452821,3524301,3602800,3681650,103.737724120427,18.5021743316028,"CHN,MMR,THA,VNM,KHM"
"Lebanon","LBN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781133,802797,830395,858524,884428,908461,923308,943592,958317,987021,1026740,1073013,1136138,1207228,1270451,1328018,1370840,1402776,1420377,1452057,1512726,1609331,1731672,1866383,1987964,2086580,2164392,2207590,2229303,35.880160714965,33.9230663056785,"ISR,SYR"
"Liberia","LBR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650712,641430,636722,636216,644375,664190,701684,745294,803042,859081,903900,937422,960233,987897,1008647,1036581,1073418,1117608,1166724,1216047,1261702,1301265,1337437,1371357,1408295,1447262,1488158,1532902,1579778,-9.32207572689762,6.4527849165742,"SLE,GIN,CIV"
"Libya","LBY","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255832,1308355,1359130,1412954,1470340,1520179,1572781,1623054,1673724,1727338,1786030,1843399,1904567,1976040,2043907,2116427,2178032,2238226,2291440,2334799,2375376,2328781,2372530,2346067,2325988,2332698,2363336,2403125,2449113,18.0086616871671,27.0309449491385,"SDN,DZA,EGY,TCD,NER,TUN"
"St. Lucia","LCA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54666,56135,57320,58403,59475,60575,61808,63175,64640,66173,67741,69344,71340,73551,75939,78298,80864,83151,85315,87156,88720,90528,92160,93721,95219,96720,97935,99136,100641,-60.969699225277,13.8947948145343,NA
"Sri Lanka","LKA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7355728,7198777,7019888,7159147,7299364,7155180,7278672,7401484,7978309,7864117,7830731,7907981,7984113,8056471,8123334,8183016,8231291,8273940,8310608,8341363,8242391,8250892,8172455,8498965,8449225,8519572,8630101,8724539,8756536,80.7010823782394,7.61266509224142,NA
"Lesotho","LSO","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678788,694630,711236,728215,744738,760366,772637,783677,793846,803580,807781,811660,816296,821365,826360,831035,838305,844833,851224,858184,865986,874345,883647,893696,909529,926235,942650,959001,975587,28.2272313098288,-29.58003188326,"ZAF"
"Lithuania","LTU","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1791470,1791562,1787622,1779019,1766582,1753890,1738966,1724015,1710315,1712659,1682388,1643903,1625856,1683859,1594102,1553537,1511805,1511341,1512342,1522388,1503797,1495317,1484614,1473510,1481405,1470307,1481027,1458336,1446978,23.8871935548324,55.3261098445256,"RUS,LVA,BLR,POL"
"Luxembourg","LUX","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160004,165596,170047,169988,171633,167624,171285,173832,176475,181748,188742,189068,194924,195020,201394,207425,213162,215802,220410,234318,237903,243419,255227,263259,273796,282755,281982,289930,293147,6.07182201066392,49.7672536068142,"FRA,DEU,BEL"
"Latvia","LVA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286430,1274109,1252147,1227625,1204514,1186393,1175732,1171893,1147245,1121000,1090112,1090875,1115201,1096875,1098381,1093769,1119655,1136064,1150616,1106702,1062906,1036403,1041714,1021228,1007309,1011063,1008672,995283,984716,24.9123598331549,56.8508516268282,"RUS,LTU,EST,BLR"
"Macao SAR, China","MAC","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147045,151547,156977,160472,163972,172379,199386,202011,205500,210329,215719,225600,227555,231129,244048,258085,274944,295167,309395,320874,331811,342683,349955,359234,370924,376880,377917,382374,385669,113.509321161965,22.2231168835447,"CHN"
"Morocco","MAR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7668712,7839376,8090429,8324223,8449848,8755180,8861257,9131262,9310525,9553581,9775120,9952465,10088084,10364550,10587149,10736525,10844449,11011050,11151236,11354732,11552940,11751089,11795977,12003223,12198022,12357082,12541812,12714484,12883901,-8.45615794797747,29.8376295468792,"DZA,SAH"
"Moldova","MDA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331040,1335072,1344881,1347043,1382417,1382780,1391500,1388940,1401668,1411517,1417365,1422109,1428249,1437348,1447656,1420404,1386049,1350396,1312894,1273751,1248999,1261601,1217923,1241366,1236929,1320953,1281176,1269659,1254468,28.4567337241307,47.1949880441786,"ROU,UKR"
"Madagascar","MDG","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5470068,5635038,5809721,5994524,6188951,6392005,6591865,6802702,7023555,7253628,7492934,7727910,7978667,8237391,8505887,8782870,9135660,9495141,9863538,10244359,10638131,10958015,11286251,11611906,11931417,12238232,12618366,13053653,13498774,46.7047367428283,-19.3718958676506,NA
"Maldives","MDV","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57962,59905,61960,64163,66544,69157,72634,76343,80408,84990,90212,98254,107322,117329,128078,139354,150383,157306,164500,171917,179485,186958,194529,201956,208998,212105,213912,220009,225359,73.4571300419496,3.72870919988059,NA
"Mexico","MEX","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30409934,31461036,32765261,34139184,35036472,35889163,36807231,38548717,39290368,39626128,40336388,40703848,41578562,41975188,43720881,44833048,46406150,47576477,48488143,49561825,50543153,51691471,53380542,54293599,54835995,56018784,56990890,58072901,59153317,-102.523451691889,23.9475372406403,"GTM,USA,BLZ"
"North Macedonia","MKD","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814480,815784,815485,814959,813091,813034,817468,818791,821853,825209,835801,846102,855278,866599,835139,868658,893460,907876,924528,936647,945655,948041,945930,959326,963908,959956,951994,953816,955111,21.6821134607056,41.5953089336201,"ALB,GRC,SRB,BGR"
"Mali","MLI","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2283277,2327372,2384467,2447788,2515853,2587613,2655658,2728788,2806061,2889048,2979397,3069305,3168958,3273104,3386087,3653521,3922305,4208343,4509076,4821507,5143785,5420753,5704350,5994796,6292915,6481074,6683850,6933000,7197665,-3.54269064850936,17.3458158134836,"SEN,DZA,GIN,MRT,CIV,BFA,NER"
"Malta","MLT","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136691,140680,142235,144165,145299,146501,148398,150190,152134,154199,156205,159652,160263,161290,158414,160699,163151,167277,169640,172242,176152,180374,184880,192017,199493,206436,212806,216819,217244,14.4052331642552,35.9214963220544,NA
"Myanmar","MMR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18584532,19020483,19353116,19705941,20061314,20446590,20850503,21278649,21710826,22079197,22389243,22642808,22862942,23032156,23174157,23290105,23344489,23406073,23486340,23565571,23662845,23897710,24112996,24323894,24555902,24812006,25085390,25413014,25747356,96.488433210418,21.1856659926903,"CHN,IND,BGD,THA,LAO"
"Montenegro","MNE","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239345,241490,243248,244601,245662,246211,245961,245615,244935,244889,244465,245338,246342,247420,247899,248285,248181,248005,247950,247740,247253,246081,248546,248569,248353,247983,247596,246871,245789,19.2388393924741,42.7889025929079,"ALB,BIH,HRV,SRB"
"Mongolia","MNG","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739337,763631,789092,809988,826569,839964,860986,879410,898205,918952,943677,967482,992198,1016899,1039167,1063952,1086986,1107969,1129526,1151716,1169399,1207606,1212141,1237902,1262326,1279224,1268790,1283607,1297681,103.052997648559,46.8268154393944,"CHN,RUS"
"Mozambique","MOZ","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5946143,6151283,6415830,6711916,7013350,7299003,7505289,7704417,7964971,8220332,8478524,8717350,8965100,9220268,9455261,9692631,9906451,10122860,10338170,10548248,10749243,10924374,11084130,11417254,11763848,12125074,12498017,12898678,13319995,35.5336754258895,-17.2738164259247,"ZMB,TZA,SWZ,ZWE,MWI,ZAF"
"Mauritania","MRT","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585149,601341,618031,635055,654138,673124,694664,718913,743583,768491,795035,818494,842526,866994,892063,917731,943077,969581,997072,1025852,1055829,1086950,1119569,1156418,1194603,1234381,1272883,1312118,1352571,-10.3477981454891,20.2573670559692,"SEN,DZA,SAH,MLI"
"Mauritius","MUS","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450355,458412,466539,473446,481536,487653,493189,501715,510515,520522,528417,536532,536458,535238,533393,542496,545317,545441,551604,557092,568072,568781,577108,587436,597487,607123,604135,605688,607913,57.5712055060798,-20.2776870433232,NA
"Malawi","MWI","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3956917,4028531,4059894,4068634,4085077,4124335,4193753,4293072,4412905,4544431,4678794,4796865,4922368,5056809,5201289,5356531,5527878,5707144,5895222,6095214,6308640,6527585,6766967,7020984,7254868,7494698,7745958,8029723,8315817,34.289355987054,-13.2180808805933,"ZMB,MOZ,TZA"
"Malaysia","MYS","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7088526,7300560,7512622,7721695,7938068,8160862,8401657,8660183,8982888,9260759,9533732,9795948,10058384,10334223,10615689,10909756,11155750,11395122,11573526,11922706,12218715,12788871,13348574,14021153,14435805,14827537,15121369,15441348,15744572,109.697622842647,3.78986845571309,"THA,IDN,BRN"
"Namibia","NAM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451027,469277,487106,505376,524114,536822,549356,563508,588916,613862,637491,654253,668742,681785,694585,707968,722032,736592,752225,769495,788746,814910,843408,873809,905609,931910,958630,989579,1021434,17.2096356670219,-22.1303256842151,"ZMB,AGO,ZWE,BWA,ZAF"
"New Caledonia","NCL","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74787,77986,81190,84514,87677,90496,92563,94635,96585,98660,100626,102748,104813,106771,108563,110420,112285,114077,115986,117908,119872,122361,124918,127501,129937,132301,134346,136320,138357,165.684923735378,-21.2999180580178,NA
"Niger","NER","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3242702,3344448,3458806,3583365,3716635,3857586,3997894,4146717,4302130,4463326,4629835,4779143,4939347,5108821,5286559,5472292,5655216,5849792,6055688,6274269,6505681,6739610,6989285,7254178,7532910,7825838,8119897,8438963,8779112,9.38545881538727,17.4191249295756,"DZA,MLI,BFA,NGA,BEN,TCD,LBY"
"Nigeria","NGA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29591445,30343380,31110149,31890331,32702232,33550772,34358728,35214120,36103266,37044372,37985698,38932999,39925288,40907104,41748206,42853686,43908010,45035923,46230729,47480739,48780928,50069086,51416082,52823397,54260696,55789651,57352456,58958901,60645197,8.08943894770572,9.59411452232656,"CMR,BEN,TCD,NER"
"Nicaragua","NIC","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350590,1394140,1429546,1465653,1503592,1542374,1605510,1669824,1735408,1800794,1874589,1930775,1986641,2042180,2097460,2152504,2211614,2280048,2348040,2415768,2483362,2551677,2620692,2689563,2756870,2818694,2882560,2939653,2994265,-85.0305296950586,12.8470942896472,"HND,CRI"
"Netherlands","NLD","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6912145,7020794,7112105,7184149,7304957,7373980,7471490,7667665,7810630,7963411,8159146,8307396,8443016,8482264,8539576,8579594,8646261,8796080,8932866,9029097,8865531,8849862,8962768,8989620,8968813,9034712,9050417,9096107,9118196,5.28144793007441,52.1007899002476,"DEU,BEL"
"Norway","NOR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152356,2139559,2146638,2148666,2173299,2217816,2270030,2330877,2377030,2382060,2405966,2417320,2439352,2409440,2422961,2431748,2465923,2522862,2598720,2599179,2607926,2626888,2671604,2699135,2723816,2762984,2768877,2789924,2813673,15.3483465622262,68.7501557205492,"FIN,SWE,RUS"
"Nepal","NPL","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9219209,9486556,9787994,10112767,10447095,10780183,11041507,11295196,11543782,11794678,12011409,12231635,12445975,12652191,12846163,13027892,13237636,13426530,13604039,13865431,14152815,14545682,14972888,15417273,15851443,16260015,16689835,17053278,17406027,83.915826400156,28.248913649588,"CHN,IND"
"New Zealand","NZL","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621349,1702705,1709718,1727992,1773611,1816972,1868377,1888204,1894117,1909725,1928886,1966167,2027895,2065672,2121367,2178626,2229983,2265375,2286635,2302431,2324565,2353499,2362576,2394021,2464873,2513183,2608039,2662134,2682275,171.484923466014,-41.8111355689543,NA
"Oman","OMN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557573,604685,657153,712258,763972,806186,804674,796118,787547,784294,786012,801818,828989,865181,905609,950684,1014432,1088334,1172138,1274756,1398211,1553232,1722935,1909095,2097545,2274924,2409267,2544115,2675099,56.0916615482706,20.6051533257035,"ARE,SAU,YEM"
"Pakistan","PAK","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31130954,31842626,32679313,33244083,34423557,34623303,36057146,37577502,38654373,40043321,41617691,42713694,43991382,45816194,47704747,50083730,52551736,53655064,54888464,56949189,56125279,57508050,59382954,61333632,62716806,65422753,68396800,69957925,71517889,69.3395793747809,29.9497515031307,"CHN,IRN,IND,KAS,AFG"
"Panama","PAN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928503,959725,1003966,1049051,1084326,1133008,1163999,1194665,1227105,1259507,1297366,1334501,1372772,1411974,1455676,1495386,1508611,1554769,1626676,1678436,1699991,1684820,1751350,1822120,1853565,1904008,1953279,1991732,2030929,-80.1191515612474,8.51750797491118,"CRI,COL"
"Peru","PER","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7838722,8075913,8467136,8867216,9269529,9784328,10284276,10789427,11145342,11557191,11502890,12289391,12771228,13258254,13752567,14253792,14750542,15255493,15572305,15958608,16407919,16605508,16877968,17052108,17169769,17209815,17532996,17902590,18274293,-74.382426850958,-9.15280381329142,"COL,ECU,CHL,BOL,BRA"
"Philippines","PHL","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22741143,23483164,24245195,24965823,25630368,26343013,26996221,27686251,28506333,29219813,29953311,30755300,31501594,32216119,32801108,33691711,34630153,35510753,36414550,37641192,38629516,39917372,40509613,41207282,42512009,42982424,43753750,44643324,45535024,122.88393252927,11.7753677808742,NA
"Papua New Guinea","PNG","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813873,1859569,1899938,1934603,1988533,2060757,2113483,2189342,2267461,2337132,2416828,2489549,2565689,2639812,2714173,2782349,2859974,2927919,2997895,3071027,3143422,3207210,3279368,3360224,3434621,3514523,3605797,3695703,3787538,145.207447523551,-6.46416646082972,"IDN"
"Poland","POL","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17621247,17742497,17825594,17783938,17597754,17391056,17329587,17195392,17230780,17165967,17319035,17575446,17379008,17299857,17265330,17529421,17325045,17328555,17565954,17834006,18035960,18103946,18229612,18268083,18389715,18326432,18393553,18303571,18172093,19.390128349323,52.1275956441736,"RUS,UKR,LTU,BLR,DEU,CZE,SVK"
"Puerto Rico","PRI","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151287,1189044,1200590,1256952,1261621,1266526,1311794,1356338,1370882,1380468,1352059,1368941,1384066,1390958,1391876,1407155,1414568,1391005,1360237,1340266,1321138,1294065,1267409,1242135,1210932,1178304,1161345,1139807,1140637,-66.4730760435021,18.2281305461095,NA
"Korea, Dem. Peoples Rep.","PRK","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12187042,12481952,12717120,12911499,13075636,13250328,13387951,13530939,13674257,13825385,13960793,14104117,14238153,14373927,14510004,14650699,14777298,14909304,15054538,15211174,15354155,15497179,15633588,15766563,15899672,16033929,16155974,16282869,16406565,127.192479731944,40.1535031092798,"CHN,RUS,KOR"
"Portugal","PRT","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4759708,4888254,4750922,4768051,4812457,4819346,4881553,4976863,5122502,5173480,5245791,5352433,5442555,5467241,5450424,5504303,5530519,5552461,5546491,5492076,5489308,5431188,5388411,5297389,5241883,5218238,5207267,5173734,5137615,-8.50104361268308,39.5955067144979,"ESP"
"Paraguay","PRY","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702602,1753640,1803123,1859374,1919192,1976551,2034866,2094796,2156638,2220787,2287446,2353754,2423813,2495979,2567571,2637007,2705590,2769540,2830458,2907659,2882818,2954028,3153667,3175675,3163341,3227141,3323165,3385816,3446675,-58.400137031999,-23.2282391320271,"BOL,ARG,BRA"
