"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","X","Y","NEIGHBORS"
"French Polynesia","PYF","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75418,77228,79114,81140,82879,84712,87181,89310,91296,93265,95275,97080,99023,100897,102686,104383,106096,107692,109574,111182,112537,113905,114999,115711,116344,116989,117894,119046,120039,-144.904943869346,-14.7222740899053,NA
"Qatar","QAT","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272893,279842,284245,288209,291896,296193,300511,306250,314979,325934,338861,358580,381364,414132,465448,543056,663919,817830,990385,1168076,1340552,1456861,1570075,1677310,1778482,1872412,1928490,1975202,2015696,51.1847963211614,25.3060118762669,"SAU"
"Romania","ROU","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12097142,12100668,12133653,12213363,12270182,12278095,11914154,11965822,11803968,11813935,11748974,11389483,10255172,9951410,9889455,9587443,9735554,9560113,9342614,9225262,9372962,9187221,9231350,9181120,9201670,9104015,8939351,8833526,8723486,24.972930393288,45.8524312742408,"UKR,SRB,MDA,HUN,BGR"
"Russian Federation","RUS","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76378507,76344438,76564653,74772136,72873661,72616905,71893629,70578916,69878351,73910580,74243259,72920128,73864433,73729120,74418531,74945765,75195704,76180717,76697252,76762384,76595377,76961789,76800194,76521071,76349070,76288744,76202012,75638703,74910039,96.6205101247049,61.9628590933559,"NOR,FIN,CHN,UKR,MNG,KAZ,GEO,LTU,LVA,EST,BLR,POL,PRK,AZE"
"Rwanda","RWA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3283791,3226556,3116579,3000075,2936673,2948436,3047768,3238419,3475410,3705711,3899353,4059999,4186632,4294136,4395745,4505848,4631678,4763230,4897881,5037796,5181830,5324058,5473265,5629582,5788485,5949418,6116453,6296321,6480403,29.9198851524163,-1.99033831692518,"TZA,UGA,COD,BDI"
"Saudi Arabia","SAU","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5045509,5202460,5352986,5455233,5546640,5631834,5714611,5810170,5923911,6070111,6403507,6615765,6890897,7235752,7602735,7978167,8313231,8647413,8966123,9289847,9834264,10487696,11202506,11845700,12391396,12991603,13431362,13834229,14219315,44.5368627114043,24.1224584072829,"KWT,IRQ,JOR,ARE,OMN,YEM,QAT"
"Sudan","SDN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5477865,5739617,6022622,6318908,6618530,6914125,7152249,7296734,7436229,7577663,7727065,7889094,8060510,8236461,8411356,8581308,8718037,8847484,8975195,9108260,9303947,9522852,9754170,10010173,10280705,10559262,10847399,11149950,11465133,29.9404681198958,15.9903566855827,"ETH,ERI,CAF,SDS,EGY,TCD,LBY"
"Senegal","SEN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152986,2219379,2288700,2359643,2431707,2501622,2564813,2627416,2689966,2755083,2825605,2900990,2983256,3067488,3155965,3247993,3343197,3508487,3683009,3867739,4062700,4268280,4408394,4554609,4704140,4855247,5007116,5179014,5356848,-14.4734923972823,14.3662417312827,"GNB,GMB,GIN,MRT,MLI"
"Singapore","SGP","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510932,1566029,1617924,1662796,1721734,1781879,1851720,1918068,1982578,2003739,2046758,2117782,2121297,2101508,2137291,2214085,2314109,2444598,2629314,2725971,2808399,2886652,2994964,3055059,3139951,3222396,3263575,3266673,3308368,103.817255920043,1.3587608707501,NA
"Solomon Islands","SLB","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121503,125508,129237,134037,138461,143041,148257,154024,159542,165446,173357,180084,186093,190925,195963,200996,205803,210490,215150,221559,226370,230276,235697,241649,248011,254126,260604,267203,273577,159.632876678369,-8.92178021692276,NA
"Sierra Leone","SLE","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541748,1545512,1545367,1534664,1526146,1525054,1525153,1534273,1551553,1582977,1627251,1691569,1765096,1851855,1985777,2046352,2088933,2123330,2153046,2182553,2214611,2242523,2273034,2305339,2338156,2411919,2472407,2534310,2597962,-11.7927124667898,8.56329593037589,"GIN,LBR"
"El Salvador","SLV","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917015,1965956,2016163,2088080,2155346,2166842,2148660,2170268,2264176,2280916,2286261,2292067,2296477,2377655,2352656,2396792,2449709,2503009,2531134,2559701,2584933,2632911,2684452,2741574,2762233,2779506,2799818,2844047,2886457,-88.8716446906213,13.739437438277,"HND,GTM"
"Somalia","SOM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016668,2016970,2015440,2016623,2025478,2042680,2068699,2108307,2156527,2208807,2263915,2305866,2355373,2410741,2470117,2532588,2597278,2664201,2735286,2814305,2903995,2986826,3082204,3187726,3299315,3414729,3527490,3641415,3760709,45.7071448699436,4.75062876054847,"ETH,SOL,KEN"
"Serbia","SRB","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327134,3350118,3385810,3416438,3437276,3387506,3393821,3381535,3371062,3386667,3363219,3352479,3342470,3333593,3319190,3307651,3294390,3291843,3238929,3145473,3067906,3049788,3065464,3104490,3111705,3075166,3172272,3138980,3110460,20.7895833362733,44.2215031993201,"ROU,BIH,HRV,MKD,MNE,HUN,BGR"
"Sao Tome and Principe","STP","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33085,33755,34536,35379,36213,37050,38017,39002,40034,41140,42308,43438,44648,45906,47211,48553,49987,51507,53048,54616,56156,57813,59447,61066,62699,64374,66078,67889,69600,6.72429657927255,0.443914449308524,NA
"Suriname","SUR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132168,135687,138678,141056,143707,146333,150278,153859,157140,160176,163650,166607,169722,173034,176581,179991,183696,187561,191461,195334,199302,203047,206613,210094,213451,216592,218556,221392,223863,-55.9123456950545,4.13055412990106,"FRA,GUY,BRA"
"Slovak Republic","SVK","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618461,2630371,2573246,2520108,2457107,2481113,2516117,2517387,2525215,2551618,2584992,2632890,2623613,2658442,2674159,2661987,2653700,2650243,2681953,2672322,2683373,2686077,2710517,2717675,2723197,2738577,2762411,2752824,2737049,19.4790521810641,48.705475281323,"UKR,AUT,CZE,POL,HUN"
"Slovenia","SVN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937544,939011,938941,938117,938311,940236,943472,959929,978874,964854,960897,969374,983286,962629,1009922,1018377,1024953,1039460,1035464,1042743,1042945,1022069,1016608,1011967,1016279,1009656,996960,988725,979606,14.8044423775562,46.1155477206985,"HRV,ITA,AUT,HUN"
"Sweden","SWE","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4743268,4726207,4634907,4533332,4510507,4563210,4556818,4529716,4518067,4544043,4513551,4560921,4578453,4604438,4616939,4752321,4750128,4824750,4892006,4908131,4941195,4998110,5033981,5097788,5140808,5182078,5245273,5316838,5348925,16.7455804869441,62.7796651931058,"NOR,FIN"
"Eswatini","SWZ","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241851,249141,255707,261888,268158,274804,282134,289954,297953,305639,312711,317998,322371,326364,330808,336225,343425,352025,361742,372198,383033,394269,405946,417896,430015,442140,454336,466259,477604,31.4819369011157,-26.5584304501743,"MOZ,ZAF"
"Syrian Arab Republic","SYR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3566938,3679579,3787231,3928757,4084971,4245575,4340707,4431679,4521840,4697117,4864915,4965716,5058741,5137966,5158202,5196070,5309963,5428457,5668789,5636492,5758877,5663260,5480978,5255201,5025485,4823360,4786180,4758732,4777378,38.5078820425317,35.0254738939699,"IRQ,JOR,ISR,LBN,TUR"
"Chad","TCD","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260656,2324374,2391486,2464002,2539640,2620969,2702045,2789188,2882835,2984167,3092958,3203478,3322884,3448378,3576382,3708247,3836695,3967955,4103925,4246442,4395388,4549278,4710196,4878863,5052851,5232367,5411573,5603043,5802622,18.6449251290913,15.3333375849825,"SDN,CAF,NGA,CMR,NER,LBY"
"Togo","TGO","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1678320,1720261,1762794,1808734,1854879,1907264,1971128,2040047,2115835,2192734,2270218,2340852,2411253,2481083,2553331,2628542,2702796,2762375,2822177,2881260,2939122,2993647,3078436,3165851,3254944,3346083,3437988,3533538,3631701,0.962328449768552,8.52531356140525,"GHA,BFA,BEN"
"Thailand","THA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29904566,30426592,30892371,31316438,31744177,32382457,33163750,33861250,34200918,34402432,35142180,35857598,36316536,36746185,37283906,37781474,37950734,38541668,38935392,39188148,39303549,40057005,40099896,39550201,39483676,38889162,38996319,39136388,39255266,101.002881303559,15.1181579418338,"MMR,LAO,KHM,MYS"
"Tajikistan","TJK","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702708,1733351,1763363,1793230,1823774,1856066,1895197,1934380,1976235,2024243,2080372,2146222,2221837,2304741,2390289,2475421,2563835,2648180,2730312,2815264,2901298,2976939,3055553,3134289,3210329,3282832,3351954,3423230,3492585,71.0136263090643,38.5304538962996,"CHN,KGZ,UZB,AFG"
"Turkmenistan","TKM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355507,1396872,1445456,1495674,1547950,1597935,1643070,1689802,1734982,1779209,1823594,1869250,1909518,1947540,1988646,2035132,2079651,2133232,2192026,2249643,2302348,2357316,2404860,2447110,2489033,2533015,2565153,2604028,2645935,59.3710002061453,39.1155413741941,"IRN,KAZ,UZB,AFG"
"Timor-Leste","TLS","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291946,300447,307136,312230,314896,315440,304142,290959,279182,266935,254443,255740,255687,257291,258029,256564,258015,256573,253773,251451,250372,252374,256440,262076,267312,272576,278494,283478,288548,125.844389820665,-8.82889162046552,"IDN"
"Tonga","TON","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32066,32919,33588,34148,34751,34725,34771,34983,35213,35392,35507,36080,36520,36875,37224,37525,37884,38326,38596,38858,39066,39198,39371,39651,39848,40061,40582,41220,41811,-174.809873409786,-20.4284317425378,NA
"Trinidad and Tobago","TTO","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464018,454606,476046,492285,508283,522886,538689,549270,560098,568767,577343,586998,597190,617244,636791,655413,661159,664362,668502,664763,671291,673684,675279,675953,679754,675851,674156,674399,674347,-61.2656792334682,10.4573340810069,NA
"Tunisia","TUN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2533369,2609202,2676089,2765457,2850231,2933092,3010727,3085475,3138935,3190443,3241083,3286010,3329553,3372402,3414989,3457679,3544025,3631640,3709100,3723954,3806365,3877075,3977263,4005573,4029974,4060986,4083135,4109734,4136195,9.55288358932642,34.1195624649079,"DZA,LBY"
"Turkey","TUR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19672525,20041366,20178500,19234379,20656646,20944452,21252016,21216163,21764596,22202994,21414414,21767992,22071852,21908631,21873805,22317230,22241217,22631969,23369024,24213310,25218278,26275654,26756052,27797137,28631032,29710011,30749543,31275221,31791059,35.1689534648807,39.0616029012556,"IRQ,IRN,GEO,GRC,BGR,SYR,AZE,ARM"
"Tanzania","TZA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11486990,11868468,12280573,12711327,13147020,13578454,13962450,14345742,14734748,15136593,15557619,15991553,16440046,16907414,17400449,17923728,18467737,19052390,19673588,20317814,20977917,21648145,22388425,23117961,23845195,24618402,25423650,26306084,27235398,34.8130998093246,-6.27565408331664,"ZMB,MOZ,RWA,UGA,COD,MWI,BDI,KEN"
"Uganda","UGA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6317364,6509305,6701048,6900864,7110098,7330104,7525973,7736980,7964690,8210198,8474559,8754685,9055603,9377010,9719420,10083345,10456546,10855276,11278085,11722812,12188774,12668625,13172930,13664315,14172510,14698381,15233398,15839805,16473886,32.3690797137035,1.27469298730871,"RWA,TZA,COD,SDS,KEN"
"Ukraine","UKR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24628384,24637325,24689021,24724021,24730864,24680032,24306434,23883653,23450709,22983717,23221424,22739308,22573415,22441101,22283335,22156963,22027445,21902372,21789410,21727965,21659434,21623673,21409854,21571857,20936902,20929698,20770349,20535444,20252005,31.2529110645921,49.1586731204116,"RUS,ROU,BLR,POL,SVK,MDA,HUN"
"Uruguay","URY","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386970,1398895,1435914,1435499,1476652,1508935,1523386,1538267,1552541,1567034,1579057,1611707,1597730,1581602,1587448,1594530,1634405,1648710,1671974,1695723,1712454,1733195,1731287,1728421,1752284,1751444,1754212,1769073,1783380,-56.0180705314507,-32.7995153443752,"ARG,BRA"
"United States","USA","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127939293,128695684,130848714,132277931,134617700,136503918,138422632,140843776,142834606,144820396,146767599,147741226,148568133,149183847,150258666,152118122,153992258,155294548,157089439,157204266,157015059,157131234,158429022,159007112,159800262,160838830,162776841,163463759,164113356,-112.461673699567,45.679547202551,"CAN,MEX"
"Uzbekistan","UZB","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7548095,7715786,7920424,8128036,8327019,8529213,8758359,9008152,9255463,9470322,9729110,10005616,10284271,10565711,10854367,11151312,11455839,11778900,12121675,12475933,12978298,13434494,13748070,14075870,14405754,14721658,15030626,15311843,15512178,63.1400152804712,41.7555422526523,"TJK,KGZ,KAZ,TKM,AFG"
"St. Vincent and the Grenadines","VCT","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41480,42388,43245,44007,44692,45444,46136,46832,47508,48124,48694,49496,50352,51204,52007,52749,53475,54082,54643,55142,55625,56007,56415,56822,57160,57423,57864,58249,58956,-61.2012969496937,13.2247226899661,NA
"Venezuela, RB","VEN","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7559253,7828735,8101033,8360516,8609973,8891241,9160670,9461487,9731561,9972273,10284424,10594661,10831473,11078477,11508971,11891978,12266903,12436401,12726283,13008004,13214722,13475410,13611647,13903768,14155174,14381283,14486651,14732987,14975868,-66.1818412311454,7.12422421273277,"GUY,COL,BRA"
"Virgin Islands (U.S.)","VIR","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48634,49744,50437,50692,50936,51305,51036,51248,51775,52180,52425,53097,53644,53999,54270,54559,54659,54771,54846,54758,54617,54182,53755,53309,52876,52451,52194,51928,51928,-64.8030153752392,17.9550062393723,NA
"Vietnam","VNM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33185694,34062715,34911691,35769710,36635357,37518562,38372026,39310769,40327942,41354041,42312002,43407469,44383326,45289503,46205807,47171711,48034823,48953545,49925424,50869267,51939895,52960884,53977063,54961593,55902420,56489773,56888431,57495284,58041068,106.299146977649,16.6460167019434,"CHN,LAO,KHM"
"Vanuatu","VUT","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58002,59887,61906,64046,65745,67715,69335,70715,72106,73809,75402,77986,81003,83647,86345,88898,91687,94425,96926,99689,102742,105491,108624,111957,115213,118551,121790,124882,127721,167.686446357051,-16.2264090884343,NA
"Samoa","WSM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32945,33704,34295,34524,35055,34876,34997,35416,35613,35689,35388,35473,35637,35730,35781,35836,36099,36064,36358,37064,37441,37350,37721,38301,38638,38888,38951,39277,39286,-172.164850640267,-13.7532434638074,NA
"Yemen, Rep.","YEM","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2565958,2725669,2895229,3090272,3273356,3483810,3644058,3806733,3973901,4151196,4226611,4316122,4406191,4500818,4604815,4719453,4832641,4957844,5092045,5229818,5368786,5450634,5538993,5632151,5729331,6009547,6256647,6436673,6617841,47.5867618877327,15.9092800504541,"OMN,SAU"
"South Africa","ZAF","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12260328,12638013,13047048,13469684,13894689,14314495,14675506,15030581,15385769,15739576,16096198,16397744,16704716,17018223,17450742,17881809,18269707,18658408,19438477,19090878,18791368,19082445,19543078,20096835,20526772,21348712,21701910,22041176,22376624,25.0839009250673,-29.0003409534235,"MOZ,SWZ,ZWE,BWA,NAM,LSO"
"Zambia","ZMB","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3395651,3481680,3570519,3663021,3761744,3866542,3974238,4089740,4211488,4336915,4464584,4581106,4700517,4823258,4950552,5083661,5181433,5285854,5397042,5515365,5641054,5788801,5943592,6150625,6366519,6590823,6818504,7060768,7311919,27.7747594636932,-13.4582415186469,"MOZ,TZA,COD,AGO,ZWE,MWI,BWA,NAM"
"Zimbabwe","ZWE","Labor force, total","SL.TLF.TOTL.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4089726,4203757,4312876,4417477,4521773,4629648,4720809,4814996,4851242,4874463,5137791,5389252,5635380,5875594,6111067,6200658,6309934,6424154,6544490,6671584,6805556,6962532,7132052,7310718,7495830,7686852,7887416,8123245,8371424,29.8514412019219,-19.0042041882168,"ZMB,MOZ,BWA,NAM,ZAF"
